datetime,id_casa,produccion_kWh,num_placas,irradiancia_W_m2,temperatura,nubosidad,festivo
2019-02-14 15:00:00,3,0.0,0,455.89,11.35,52.2,0
2019-03-23 07:00:00,3,0.0,0,115.76,12.52,87.9,0
2019-04-18 23:00:00,3,0.0,0,0.0,14.55,100.0,0
2019-05-21 02:00:00,3,0.0,0,0.0,15.56,100.0,0
2019-06-08 05:00:00,3,0.0,0,0.0,17.86,100.0,0
2019-07-09 09:00:00,3,0.0,0,502.72,26.11,47.3,0
2019-07-26 02:00:00,3,0.0,0,0.0,25.08,100.0,0
2019-07-31 18:00:00,3,0.0,0,39.03,24.23,95.9,0
2019-08-08 19:00:00,3,0.0,0,0.0,26.71,100.0,0
2019-08-20 10:00:00,3,0.0,0,72.37,24.4,92.4,0
2019-10-22 02:00:00,3,0.0,0,0.0,16.89,100.0,0
2019-11-04 21:00:00,3,0.0,0,0.0,19.38,100.0,0
2019-11-19 07:00:00,3,0.0,0,26.34,9.77,97.2,0
2017-06-17 02:00:00,4,0.0,5,0.0,24.0,100.0,0
2017-09-27 13:00:00,4,0.6709299999999999,5,670.93,21.9,29.6,0
2017-12-10 22:00:00,4,0.0,5,0.0,15.82,100.0,0
2018-02-08 13:00:00,4,0.0,5,0.0,6.92,100.0,0
2018-05-08 21:00:00,4,0.0,5,0.0,16.54,100.0,0
2018-05-26 09:00:00,4,0.4874,5,487.4,18.76,48.9,0
2019-02-07 13:00:00,4,0.60458,5,604.58,12.26,36.6,0
2019-02-15 02:00:00,4,0.0,5,0.0,10.53,100.0,0
2019-04-04 04:00:00,4,0.0,5,0.0,10.17,100.0,0
2019-05-01 20:00:00,4,0.0,5,0.0,15.3,100.0,1
2019-05-22 08:00:00,4,0.40467,5,404.67,16.76,57.5,0
2019-06-01 06:00:00,4,0.07401,5,74.01,17.96,92.2,0
2019-06-11 06:00:00,4,0.0,5,0.0,17.47,100.0,0
2019-09-06 20:00:00,4,0.0,5,0.0,23.31,100.0,0
2019-09-10 02:00:00,4,0.0,5,0.0,20.2,100.0,0
2019-11-27 03:00:00,4,0.0,5,0.0,15.48,100.0,0
2020-01-20 15:00:00,4,0.33788,5,337.88,9.55,64.6,0
2017-12-19 06:00:00,5,0.0,0,0.0,10.08,100.0,0
2017-12-25 15:00:00,5,0.0,0,10.11,14.4,98.9,1
2018-01-25 14:00:00,5,0.0,0,0.0,13.53,100.0,0
2018-02-05 14:00:00,5,0.0,0,82.11,10.55,91.4,0
2018-03-16 11:00:00,5,0.0,0,716.37,13.4,24.8,0
2018-03-20 05:00:00,5,0.0,0,0.0,6.96,100.0,0
2018-04-27 08:00:00,5,0.0,0,410.07,16.12,57.0,0
2018-05-26 17:00:00,5,0.0,0,94.16,19.18,90.1,0
2018-06-26 15:00:00,5,0.0,0,613.26,24.01,35.7,0
2018-08-21 16:00:00,5,0.0,0,361.77,27.0,62.0,0
2018-08-29 12:00:00,5,0.0,0,0.0,25.92,100.0,0
2018-09-22 10:00:00,5,0.0,0,338.67,24.89,64.5,0
2019-02-11 16:00:00,5,0.0,0,30.56,11.83,96.8,0
2019-06-30 00:00:00,5,0.0,0,0.0,23.77,100.0,0
2019-07-29 13:00:00,5,0.0,0,869.41,25.59,8.8,0
2019-10-05 22:00:00,5,0.0,0,0.0,20.93,100.0,0
2019-10-07 21:00:00,5,0.0,0,0.0,20.99,100.0,0
2019-11-28 13:00:00,5,0.0,0,470.19,16.77,50.7,0
2020-01-03 11:00:00,5,0.0,0,396.38,10.1,58.4,0
2020-02-05 02:00:00,5,0.0,0,0.0,12.68,100.0,0
2018-11-14 22:00:00,6,0.0,0,0.0,17.6,100.0,0
2018-12-06 06:00:00,6,0.0,0,0.0,14.54,100.0,1
2019-01-30 09:00:00,6,0.0,0,365.77,8.85,61.6,0
2019-03-02 02:00:00,6,0.0,0,0.0,12.19,100.0,0
2019-06-06 16:00:00,6,0.0,0,391.78,18.42,58.9,0
2019-06-25 03:00:00,6,0.0,0,0.0,20.81,100.0,0
2019-07-04 13:00:00,6,0.0,0,842.38,25.27,11.6,0
2019-09-13 10:00:00,6,0.0,0,31.93,23.91,96.7,0
2019-10-09 23:00:00,6,0.0,0,0.0,19.32,100.0,0
2019-11-27 08:00:00,6,0.0,0,178.99,16.04,81.2,0
2019-12-10 06:00:00,6,0.0,0,0.0,11.74,100.0,0
2019-12-14 06:00:00,6,0.0,0,0.0,14.98,100.0,0
2020-02-12 21:00:00,6,0.0,0,0.0,12.3,100.0,0
2020-02-29 01:00:00,6,0.0,0,0.0,13.15,100.0,0
2018-04-11 11:00:00,7,0.0,0,569.29,12.36,40.3,0
2018-05-15 22:00:00,7,0.0,0,0.0,16.54,100.0,0
2018-08-15 17:00:00,7,0.0,0,177.81,25.22,81.3,1
2018-09-14 09:00:00,7,0.0,0,214.15,24.23,77.5,0
2018-09-21 20:00:00,7,0.0,0,0.0,24.97,100.0,0
2018-09-25 17:00:00,7,0.0,0,30.9,22.93,96.8,0
2018-09-26 06:00:00,7,0.0,0,2.55,22.29,99.7,0
2018-11-20 09:00:00,7,0.0,0,65.22,13.44,93.2,0
2018-11-29 03:00:00,7,0.0,0,0.0,13.76,100.0,0
2018-11-29 20:00:00,7,0.0,0,0.0,15.43,100.0,0
2019-02-27 10:00:00,7,0.0,0,619.97,13.67,35.0,0
2019-04-07 01:00:00,7,0.0,0,0.0,12.28,100.0,0
2019-04-13 01:00:00,7,0.0,0,0.0,13.03,100.0,0
2019-05-06 20:00:00,7,0.0,0,0.0,14.96,100.0,0
2019-08-14 22:00:00,7,0.0,0,0.0,25.27,100.0,0
2019-09-21 17:00:00,7,0.0,0,63.31,22.3,93.4,0
2019-09-23 06:00:00,7,0.0,0,0.73,21.43,99.9,0
2019-10-24 09:00:00,7,0.0,0,375.7,17.7,60.6,0
2019-10-31 20:00:00,7,0.0,0,0.0,18.99,100.0,0
2019-11-30 14:00:00,7,0.0,0,400.4,15.14,58.0,0
2020-02-02 17:00:00,7,0.0,0,0.0,15.9,100.0,0
2020-02-23 13:00:00,7,0.0,0,715.7,14.57,24.9,0
2017-06-29 15:00:00,8,0.0,0,345.63,25.27,63.7,0
2017-10-05 00:00:00,8,0.0,0,0.0,21.86,100.0,0
2017-11-20 12:00:00,8,0.0,0,606.27,15.48,36.4,0
2017-12-10 18:00:00,8,0.0,0,0.0,16.19,100.0,0
2018-02-13 16:00:00,8,0.0,0,180.04,11.38,81.1,0
2018-03-02 16:00:00,8,0.0,0,0.0,12.71,100.0,0
2018-05-02 23:00:00,8,0.0,0,0.0,15.58,100.0,0
2018-06-01 07:00:00,8,0.0,0,188.41,17.89,80.2,0
2018-06-28 16:00:00,8,0.0,0,11.57,23.86,98.8,0
2018-06-29 03:00:00,8,0.0,0,0.0,22.9,100.0,0
2018-08-12 13:00:00,8,0.0,0,682.19,26.62,28.4,0
2018-10-14 17:00:00,8,0.0,0,0.0,22.69,100.0,0
2018-10-29 10:00:00,8,0.0,0,9.56,11.29,99.0,0
2018-12-07 12:00:00,8,0.0,0,543.88,13.39,42.9,0
2018-12-27 11:00:00,8,0.0,0,539.43,12.17,43.4,0
2019-04-06 06:00:00,8,0.0,0,4.7,11.8,99.5,0
2019-04-16 13:00:00,8,0.0,0,782.64,14.52,17.9,0
2019-04-18 00:00:00,8,0.0,0,0.0,13.9,100.0,0
2019-04-26 12:00:00,8,0.0,0,761.33,16.66,20.1,0
2019-05-07 04:00:00,8,0.0,0,0.0,13.32,100.0,0
2019-08-16 13:00:00,8,0.0,0,60.39,25.08,93.7,0
2019-10-07 21:00:00,8,0.0,0,0.0,20.99,100.0,0
2019-11-24 13:00:00,8,0.0,0,522.64,14.79,45.2,0
2020-01-15 15:00:00,8,0.0,0,342.36,12.96,64.1,0
2020-02-26 12:00:00,8,0.0,0,788.23,15.01,17.3,0
2017-07-25 19:00:00,9,0.0,7,0.0,23.86,100.0,0
2017-10-06 09:00:00,9,0.13146,7,93.9,21.46,90.1,0
2017-10-06 15:00:00,9,0.4117259999999999,7,294.09,21.38,69.1,0
2017-10-12 15:00:00,9,0.5092639999999999,7,363.76,22.1,61.8,1
2017-10-19 19:00:00,9,0.0,7,0.0,18.43,100.0,0
2017-11-16 18:00:00,9,0.0,7,0.0,16.25,100.0,0
2017-11-28 23:00:00,9,0.0,7,0.0,13.0,100.0,0
2017-12-08 15:00:00,9,0.248766,7,177.69,13.87,81.4,1
2018-01-13 17:00:00,9,0.0,7,0.0,13.83,100.0,0
2018-02-17 20:00:00,9,0.0,7,0.0,12.28,100.0,0
2018-03-05 17:00:00,9,0.024738,7,17.67,13.45,98.1,0
2018-04-23 20:00:00,9,0.0,7,0.0,16.27,100.0,0
2018-07-29 13:00:00,9,1.19406,7,852.9,26.06,10.5,0
2018-08-22 21:00:00,9,0.0,7,0.0,25.85,100.0,0
2018-10-15 11:00:00,9,0.163996,7,117.14,19.2,87.7,0
2018-10-25 06:00:00,9,0.0,7,0.0,17.83,100.0,0
2018-10-25 21:00:00,9,0.0,7,0.0,19.61,100.0,0
2018-11-18 06:00:00,9,0.0,7,0.0,12.66,100.0,0
2018-11-28 10:00:00,9,0.65401,7,467.15,13.29,51.0,0
2018-12-08 06:00:00,9,0.0,7,0.0,14.35,100.0,1
2018-12-30 04:00:00,9,0.0,7,0.0,11.14,100.0,0
2019-01-14 03:00:00,9,0.0,7,0.0,10.77,100.0,0
2019-01-24 00:00:00,9,0.0,7,0.0,9.18,100.0,0
2019-03-10 00:00:00,9,0.0,7,0.0,14.26,100.0,0
2019-04-24 11:00:00,9,0.790622,7,564.73,14.28,40.8,0
2019-07-09 22:00:00,9,0.0,7,0.0,24.03,100.0,0
2019-08-31 05:00:00,9,0.0,7,0.0,25.57,100.0,0
2019-11-14 12:00:00,9,0.0,7,0.0,13.73,100.0,0
2020-01-30 20:00:00,9,0.0,7,0.0,14.29,100.0,0
2017-06-14 21:00:00,10,0.0,0,0.0,23.8,100.0,0
2017-06-21 20:00:00,10,0.0,0,0.0,25.05,100.0,0
2017-07-25 23:00:00,10,0.0,0,0.0,23.09,100.0,0
2017-07-31 11:00:00,10,0.0,0,758.2,26.34,20.5,0
2017-08-18 02:00:00,10,0.0,0,0.0,24.98,100.0,0
2017-09-15 19:00:00,10,0.0,0,0.0,16.34,100.0,0
2017-09-17 09:00:00,10,0.0,0,552.12,18.24,42.1,0
2017-10-16 04:00:00,10,0.0,0,0.0,20.82,100.0,0
2017-11-02 11:00:00,10,0.0,0,447.46,19.1,53.1,0
2018-05-21 05:00:00,10,0.0,0,0.0,17.14,100.0,0
2018-05-26 00:00:00,10,0.0,0,0.0,18.28,100.0,0
2018-06-02 04:00:00,10,0.0,0,0.0,19.55,100.0,0
2018-06-18 06:00:00,10,0.0,0,54.15,21.32,94.3,0
2018-09-05 23:00:00,10,0.0,0,0.0,23.61,100.0,0
2018-11-06 23:00:00,10,0.0,0,0.0,15.71,100.0,0
2018-12-06 11:00:00,10,0.0,0,552.63,15.71,42.0,1
2019-01-02 22:00:00,10,0.0,0,0.0,13.22,100.0,0
2019-01-24 02:00:00,10,0.0,0,0.0,8.78,100.0,0
2019-03-11 06:00:00,10,0.0,0,0.0,13.24,100.0,0
2019-06-07 03:00:00,10,0.0,0,0.0,18.09,100.0,0
2019-08-06 10:00:00,10,0.0,0,537.98,25.94,43.6,0
2019-08-08 23:00:00,10,0.0,0,0.0,26.45,100.0,0
2019-11-07 16:00:00,10,0.0,0,3.91,17.02,99.6,0
2020-01-20 06:00:00,10,0.0,0,0.0,8.41,100.0,0
2020-02-19 19:00:00,10,0.0,0,0.0,12.28,100.0,0
2017-06-22 07:00:00,11,0.0,0,211.66,25.03,77.8,0
2017-06-22 16:00:00,11,0.0,0,355.7,25.41,62.7,0
2017-07-21 17:00:00,11,0.0,0,51.81,24.72,94.6,0
2017-10-18 07:00:00,11,0.0,0,40.57,19.86,95.7,0
2017-12-13 23:00:00,11,0.0,0,0.0,12.8,100.0,0
2017-12-14 01:00:00,11,0.0,0,0.0,12.55,100.0,0
2018-02-01 03:00:00,11,0.0,0,0.0,11.31,100.0,0
2018-04-05 00:00:00,11,0.0,0,0.0,14.07,100.0,0
2018-07-09 22:00:00,11,0.0,0,0.0,25.14,100.0,0
2018-08-21 11:00:00,11,0.0,0,520.83,27.42,45.4,0
2018-11-04 11:00:00,11,0.0,0,438.3,17.36,54.0,0
2018-12-03 21:00:00,11,0.0,0,0.0,15.35,100.0,0
2018-12-12 04:00:00,11,0.0,0,0.0,12.23,100.0,0
2019-04-19 07:00:00,11,0.0,0,6.32,14.88,99.3,0
2019-06-06 17:00:00,11,0.0,0,159.77,18.4,83.2,0
2019-06-16 06:00:00,11,0.0,0,71.14,17.4,92.5,0
2019-07-02 12:00:00,11,0.0,0,860.6,24.68,9.7,0
2019-09-08 06:00:00,11,0.0,0,9.86,22.11,99.0,0
2019-09-18 16:00:00,11,0.0,0,223.84,24.04,76.5,0
2019-10-22 00:00:00,11,0.0,0,0.0,17.19,100.0,0
2019-12-23 12:00:00,11,0.0,0,601.55,14.3,36.9,0
2019-12-28 06:00:00,11,0.0,0,0.0,13.18,100.0,0
2020-01-19 12:00:00,11,0.0,0,0.0,10.55,100.0,0
2020-02-25 20:00:00,11,0.0,0,0.0,13.2,100.0,0
2017-06-25 07:00:00,12,0.0,0,1.43,24.14,99.8,0
2017-08-08 22:00:00,12,0.0,0,0.0,24.04,100.0,0
2017-08-29 09:00:00,12,0.0,0,380.28,26.39,60.1,0
2017-08-31 23:00:00,12,0.0,0,0.0,22.55,100.0,0
2017-10-12 14:00:00,12,0.0,0,531.4,22.07,44.2,1
2017-11-03 22:00:00,12,0.0,0,0.0,18.78,100.0,0
2017-11-10 21:00:00,12,0.0,0,0.0,17.1,100.0,0
2018-05-18 04:00:00,12,0.0,0,0.0,16.71,100.0,0
2018-05-18 11:00:00,12,0.0,0,635.53,17.55,33.3,0
2018-06-15 23:00:00,12,0.0,0,0.0,20.83,100.0,0
2018-07-25 05:00:00,12,0.0,0,0.0,24.48,100.0,0
2018-09-05 17:00:00,12,0.0,0,8.36,25.13,99.1,0
2018-10-29 15:00:00,12,0.0,0,38.84,15.41,95.9,0
2018-11-01 08:00:00,12,0.0,0,294.58,13.83,69.1,1
2019-01-04 21:00:00,12,0.0,0,0.0,11.4,100.0,0
2019-03-10 16:00:00,12,0.0,0,233.82,14.51,75.5,0
2019-03-30 20:00:00,12,0.0,0,0.0,13.22,100.0,0
2019-04-28 13:00:00,12,0.0,0,568.13,13.77,40.4,0
2019-10-18 21:00:00,12,0.0,0,0.0,21.71,100.0,0
2019-11-02 00:00:00,12,0.0,0,0.0,19.95,100.0,0
2019-12-04 19:00:00,12,0.0,0,0.0,13.9,100.0,0
2019-12-13 15:00:00,12,0.0,0,269.97,17.99,71.7,0
2019-12-26 00:00:00,12,0.0,0,0.0,13.28,100.0,0
2017-07-01 00:00:00,13,0.0,0,0.0,19.0,100.0,0
2017-08-17 18:00:00,13,0.0,0,23.61,25.82,97.5,0
2017-09-27 11:00:00,13,0.0,0,303.96,21.63,68.1,0
2017-10-14 05:00:00,13,0.0,0,0.0,20.07,100.0,0
2017-10-17 04:00:00,13,0.0,0,0.0,20.15,100.0,0
2018-05-07 14:00:00,13,0.0,0,630.6,16.34,33.8,0
2018-07-01 04:00:00,13,0.0,0,0.0,22.82,100.0,0
2018-07-07 02:00:00,13,0.0,0,0.0,23.89,100.0,0
2018-07-28 16:00:00,13,0.0,0,294.33,25.8,69.1,0
2018-10-02 09:00:00,13,0.0,0,568.72,18.55,40.3,0
2018-10-03 20:00:00,13,0.0,0,0.0,21.48,100.0,0
2019-01-15 10:00:00,13,0.0,0,487.16,11.25,48.9,0
2019-04-14 04:00:00,13,0.0,0,0.0,11.56,100.0,0
2019-05-24 02:00:00,13,0.0,0,0.0,17.38,100.0,0
2019-07-13 23:00:00,13,0.0,0,0.0,24.51,100.0,0
2019-08-17 03:00:00,13,0.0,0,0.0,24.04,100.0,0
2019-09-26 19:00:00,13,0.0,0,0.0,23.29,100.0,0
2019-10-06 18:00:00,13,0.0,0,0.0,21.12,100.0,0
2019-10-14 10:00:00,13,0.0,0,459.62,22.13,51.8,0
2019-11-21 01:00:00,13,0.0,0,0.0,13.32,100.0,0
2019-12-12 07:00:00,13,0.0,0,0.0,10.8,100.0,0
2020-01-16 02:00:00,13,0.0,0,0.0,10.96,100.0,0
2020-02-23 22:00:00,13,0.0,0,0.0,14.19,100.0,0
2018-03-14 13:00:00,14,0.0,0,171.25,13.5,82.0,0
2018-04-30 06:00:00,14,0.0,0,35.39,14.17,96.3,0
2018-05-11 20:00:00,14,0.0,0,0.0,16.53,100.0,0
2018-05-19 02:00:00,14,0.0,0,0.0,17.27,100.0,0
2018-06-19 08:00:00,14,0.0,0,425.63,22.18,55.3,0
2018-08-07 08:00:00,14,0.0,0,182.53,27.49,80.9,0
2018-08-16 14:00:00,14,0.0,0,698.08,25.08,26.8,0
2018-09-17 23:00:00,14,0.0,0,0.0,24.1,100.0,0
2018-09-20 22:00:00,14,0.0,0,0.0,24.99,100.0,0
2018-09-22 19:00:00,14,0.0,0,0.0,25.07,100.0,0
2018-11-21 15:00:00,14,0.0,0,190.53,16.07,80.0,0
2019-02-22 21:00:00,14,0.0,0,0.0,14.07,100.0,0
2019-02-28 12:00:00,14,0.0,0,642.75,13.84,32.6,0
2019-03-26 01:00:00,14,0.0,0,0.0,14.01,100.0,0
2019-05-28 00:00:00,14,0.0,0,0.0,17.74,100.0,0
2019-07-20 02:00:00,14,0.0,0,0.0,24.64,100.0,0
2019-07-21 17:00:00,14,0.0,0,176.17,25.54,81.5,0
2019-08-03 06:00:00,14,0.0,0,33.43,25.16,96.5,0
2019-08-31 11:00:00,14,0.0,0,826.05,26.79,13.3,0
2019-12-12 14:00:00,14,0.0,0,0.0,13.55,100.0,0
2017-09-30 12:00:00,15,0.001024,4,1.28,21.19,99.9,0
2017-10-05 17:00:00,15,0.0034479999999999,4,4.31,22.49,99.5,0
2017-10-17 17:00:00,15,0.0,4,0.0,21.51,100.0,0
2017-10-21 21:00:00,15,0.0,4,0.0,19.96,100.0,0
2017-12-11 09:00:00,15,0.0,4,0.0,16.28,100.0,0
2018-01-08 23:00:00,15,0.0,4,0.0,11.2,100.0,0
2018-02-03 23:00:00,15,0.0,4,0.0,10.95,100.0,0
2018-03-07 12:00:00,15,0.6086640000000001,4,760.83,12.83,20.2,0
2018-06-08 09:00:00,15,0.4620479999999999,4,577.56,19.06,39.4,0
2018-06-21 13:00:00,15,0.669232,4,836.54,23.65,12.2,0
2018-06-26 07:00:00,15,0.044048,4,55.06,23.23,94.2,0
2018-08-27 04:00:00,15,0.0,4,0.0,23.42,100.0,0
2018-09-29 15:00:00,15,0.314464,4,393.08,23.61,58.8,0
2018-10-06 17:00:00,15,0.0,4,0.0,22.27,100.0,0
2018-11-26 01:00:00,15,0.0,4,0.0,13.24,100.0,0
2018-12-03 08:00:00,15,0.079864,4,99.83,13.26,89.5,0
2019-01-22 08:00:00,15,0.129912,4,162.39,8.66,83.0,0
2019-03-19 01:00:00,15,0.0,4,0.0,12.14,100.0,1
2019-03-20 01:00:00,15,0.0,4,0.0,11.28,100.0,0
2019-04-06 02:00:00,15,0.0,4,0.0,12.26,100.0,0
2019-07-03 03:00:00,15,0.0,4,0.0,23.82,100.0,0
2019-09-20 22:00:00,15,0.0,4,0.0,22.83,100.0,0
2019-09-21 17:00:00,15,0.050648,4,63.31,22.3,93.4,0
2019-09-28 10:00:00,15,0.41828,4,522.85,22.35,45.1,0
2019-10-13 11:00:00,15,0.393872,4,492.34,22.19,48.3,0
2019-10-16 22:00:00,15,0.0,4,0.0,20.83,100.0,0
2019-12-10 19:00:00,15,0.0,4,0.0,13.45,100.0,0
2017-07-20 20:00:00,16,0.0,8,0.0,25.27,100.0,0
2017-08-13 22:00:00,16,0.0,8,0.0,24.54,100.0,0
2017-09-16 21:00:00,16,0.0,8,0.0,20.46,100.0,0
2017-09-27 03:00:00,16,0.0,8,0.0,20.54,100.0,0
2017-10-02 13:00:00,16,0.961856,8,601.16,21.27,36.9,0
2017-11-28 22:00:00,16,0.0,8,0.0,13.31,100.0,0
2017-12-20 09:00:00,16,0.273552,8,170.97,10.09,82.1,0
2018-01-03 14:00:00,16,0.726736,8,454.21,18.78,52.3,0
2018-01-11 11:00:00,16,0.897664,8,561.04,10.93,41.1,0
2018-03-16 18:00:00,16,0.0,8,0.0,13.78,100.0,0
2018-04-07 01:00:00,16,0.0,8,0.0,13.28,100.0,0
2018-04-27 19:00:00,16,0.0,8,0.0,16.68,100.0,0
2018-06-18 14:00:00,16,1.1409600000000002,8,713.1,22.02,25.2,0
2018-08-18 22:00:00,16,0.0,8,0.0,24.53,100.0,0
2018-09-03 18:00:00,16,0.0,8,0.0,25.1,100.0,0
2018-09-08 03:00:00,16,0.0,8,0.0,23.39,100.0,0
2018-09-19 23:00:00,16,0.0,8,0.0,23.98,100.0,0
2018-10-11 00:00:00,16,0.0,8,0.0,20.73,100.0,0
2018-10-16 05:00:00,16,0.0,8,0.0,19.07,100.0,0
2018-12-29 12:00:00,16,0.954352,8,596.47,12.0,37.4,0
2019-01-27 15:00:00,16,0.6733600000000001,8,420.85,14.32,55.8,0
2019-03-28 12:00:00,16,0.8697440000000001,8,543.59,14.5,43.0,0
2019-04-23 11:00:00,16,0.038832,8,24.27,15.11,97.5,0
2019-05-13 23:00:00,16,0.0,8,0.0,16.21,100.0,0
2019-07-17 12:00:00,16,1.372816,8,858.01,25.47,10.0,0
2019-07-31 00:00:00,16,0.0,8,0.0,24.77,100.0,0
2019-08-07 17:00:00,16,0.076064,8,47.54,25.94,95.0,0
2019-08-12 19:00:00,16,0.0,8,0.0,24.7,100.0,0
2019-10-15 02:00:00,16,0.0,8,0.0,20.4,100.0,0
2019-10-26 14:00:00,16,0.701536,8,438.46,20.27,54.0,0
2019-12-11 09:00:00,16,0.438688,8,274.18,12.49,71.2,0
2019-12-31 17:00:00,16,0.0,8,0.0,12.83,100.0,0
2020-01-11 12:00:00,16,0.95448,8,596.55,11.25,37.4,0
2020-02-05 01:00:00,16,0.0,8,0.0,12.85,100.0,0
2019-03-05 06:00:00,17,0.0,0,0.0,12.23,100.0,0
2019-04-21 05:00:00,17,0.0,0,0.0,13.97,100.0,0
2019-05-16 10:00:00,17,0.0,0,638.8,15.64,33.0,0
2019-06-27 01:00:00,17,0.0,0,0.0,21.93,100.0,0
2019-08-11 11:00:00,17,0.0,0,818.49,26.01,14.1,0
2019-09-20 15:00:00,17,0.0,0,292.95,22.99,69.3,0
2019-10-26 04:00:00,17,0.0,0,0.0,18.35,100.0,0
2019-11-13 11:00:00,17,0.0,0,0.0,13.31,100.0,0
2020-01-01 17:00:00,17,0.0,0,0.0,11.84,100.0,1
2017-09-22 21:00:00,18,0.0,4,0.0,21.53,100.0,0
2017-10-14 19:00:00,18,0.0,4,0.0,21.76,100.0,0
2017-11-26 07:00:00,18,0.0,4,0.0,11.9,100.0,0
2017-11-27 06:00:00,18,0.0,4,0.0,13.13,100.0,0
2017-12-03 04:00:00,18,0.0,4,0.0,8.59,100.0,0
2017-12-21 09:00:00,18,0.212816,4,266.02,11.7,72.1,0
2018-01-10 06:00:00,18,0.0,4,0.0,10.82,100.0,0
2018-01-28 03:00:00,18,0.0,4,0.0,12.3,100.0,0
2018-02-28 11:00:00,18,0.0,4,0.0,8.39,100.0,0
2018-03-05 05:00:00,18,0.0,4,0.0,11.18,100.0,0
2018-03-14 07:00:00,18,0.054352,4,67.94,11.28,92.9,0
2018-04-02 16:00:00,18,0.038504,4,48.13,13.13,95.0,0
2018-06-02 06:00:00,18,0.0,4,0.0,19.56,100.0,0
2018-06-18 09:00:00,18,0.47668,4,595.85,22.0,37.5,0
